
-----
mkdir timedrun fake

MiniFE Mini-App, OpenMP Peer Implementation
Creating OpenMP Thread Pool...
Counted: 20 threads.
Running MiniFE Mini-App...
      creating/filling mesh...0.803827s, total time: 0.803827
generating matrix structure...30.0671s, total time: 30.8709
         assembling FE data...10.8137s, total time: 41.6846
      imposing Dirichlet BC...11.8889s, total time: 53.5735
      imposing Dirichlet BC...4.29453s, total time: 57.868
making matrix indices local...0s, total time: 57.868
Starting CG solver ... 
Initial Residual = 513
Iteration = 20   Residual = 0.0748219
Iteration = 40   Residual = 0.0356161
Iteration = 60   Residual = 0.0852717
Iteration = 80   Residual = 0.0169266
Iteration = 100   Residual = 0.0667704
Iteration = 120   Residual = 0.0106177
Iteration = 140   Residual = 0.0089821
Iteration = 160   Residual = 0.00739304
Iteration = 180   Residual = 0.00632555
Iteration = 200   Residual = 0.00539689
Final Resid Norm: 0.00539689

============================ Unprocessed Statistics ============================
TIPI	JPI	Uncore1	Uncore2
0.11361	0.00000000409326	30	30
0.11342	0.00000000406083	30	30
0.11360	0.00000000405775	30	30
0.11375	0.00000000406019	30	30
0.11335	0.00000000407882	30	30
0.11399	0.00000000415409	30	30
0.11302	0.00000000405088	30	30
0.11354	0.00000000405438	30	30
0.11332	0.00000000413760	30	30
0.11354	0.00000000405466	30	30
0.11356	0.00000000406291	30	30
0.11352	0.00000000403001	30	30
0.11351	0.00000000409347	30	30
0.11342	0.00000000406712	30	30
0.11351	0.00000000408874	30	30
0.11351	0.00000000407056	30	30
0.11383	0.00000000418036	30	30
0.11330	0.00000000407003	30	30
0.11374	0.00000000407320	30	30
0.11333	0.00000000405587	30	30
0.11334	0.00000000405661	30	30
0.11365	0.00000000413666	30	30
0.11350	0.00000000405129	30	30
0.11370	0.00000000406463	30	30
0.11334	0.00000000401675	30	30
0.11365	0.00000000409888	30	30
0.11345	0.00000000408242	30	30
0.11393	0.00000000406734	30	30
0.11332	0.00000000405710	30	30
0.11359	0.00000000416680	30	30
0.11344	0.00000000408285	30	30
0.11332	0.00000000407580	30	30
0.11361	0.00000000405202	30	30
0.11342	0.00000000414561	30	30
0.11330	0.00000000405266	30	30
0.11382	0.00000000405998	30	30
0.11357	0.00000000359514	21	21
0.11335	0.00000000356801	21	21
0.11353	0.00000000355527	21	21
0.11350	0.00000000354929	21	21
0.11381	0.00000000352149	21	21
0.11353	0.00000000361914	21	21
0.11353	0.00000000353454	21	21
0.11331	0.00000000363086	21	21
0.11361	0.00000000346158	21	21
0.11352	0.00000000361085	21	21
0.11397	0.00000000350948	21	21
0.11301	0.00000000359812	21	21
0.11362	0.00000000352959	21	21
0.11360	0.00000000357899	21	21
0.11342	0.00000000357103	21	21
0.11369	0.00000000363415	21	21
0.11343	0.00000000353760	21	21
0.11358	0.00000000353670	21	21
0.11377	0.00000000355628	21	21
0.11353	0.00000000363194	21	21
0.11361	0.00000000353968	21	21
0.11325	0.00000000352122	21	21
0.11357	0.00000000361291	21	21
0.11358	0.00000000350725	21	21
0.11332	0.00000000360596	21	21
0.11365	0.00000000352814	21	21
0.11360	0.00000000348934	21	21
0.11344	0.00000000355535	21	21
0.11363	0.00000000354083	21	21
0.11349	0.00000000362334	21	21
0.11370	0.00000000353112	21	21
0.11359	0.00000000354559	21	21
0.11349	0.00000000363342	21	21
0.11349	0.00000000352887	21	21
0.11341	0.00000000354141	21	21
0.11354	0.00000000352800	21	21
0.11368	0.00000000358310	21	21
0.11336	0.00000000360891	21	21
0.11353	0.00000000354177	21	21
0.11347	0.00000000348104	21	21
0.14079	0.00000000618177	21	21
0.11338	0.00000000357499	21	21
0.11366	0.00000000352802	21	21
0.11367	0.00000000355525	21	21
0.11324	0.00000000360715	21	21
0.11387	0.00000000355884	21	21
0.11358	0.00000000362517	21	21
0.11317	0.00000000353479	21	21
0.11370	0.00000000354022	21	21
0.11362	0.00000000360664	21	21
0.11339	0.00000000350306	21	21
0.11350	0.00000000361339	21	21
0.11361	0.00000000352928	21	21
0.11360	0.00000000348195	21	21
0.11344	0.00000000355975	21	21
0.11353	0.00000000354109	21	21
0.11384	0.00000000353586	21	21
0.11348	0.00000000362174	21	21
0.11368	0.00000000352780	21	21
0.11339	0.00000000362784	21	21
0.11329	0.00000000353318	21	21
0.11374	0.00000000353718	21	21
0.11344	0.00000000359923	21	21
0.11315	0.00000000350692	21	21
0.11384	0.00000000354813	21	21
0.11354	0.00000000359652	21	21
0.11329	0.00000000348795	21	21
0.13897	0.00000000618908	21	21
0.11349	0.00000000355960	21	21
0.11353	0.00000000353778	21	21
0.11413	0.00000000361946	21	21
0.11323	0.00000000353275	21	21
0.11350	0.00000000352090	21	21
0.11357	0.00000000363726	21	21
0.11329	0.00000000354223	21	21
0.11357	0.00000000360238	21	21
0.11352	0.00000000353048	21	21
0.11330	0.00000000350630	21	21
0.11365	0.00000000361103	21	21
0.11366	0.00000000352808	21	21
0.11293	0.00000000348613	21	21
0.13927	0.00000000616064	21	21
0.11362	0.00000000355960	21	21
0.11350	0.00000000353711	21	21
0.11350	0.00000000354526	21	21
0.11389	0.00000000362730	21	21
0.11346	0.00000000353059	21	21
0.11364	0.00000000362794	21	21
0.11334	0.00000000354842	21	21
0.11355	0.00000000351968	21	21
0.11364	0.00000000360020	21	21
0.11338	0.00000000351468	21	21
0.11356	0.00000000360818	21	21
0.11346	0.00000000350243	21	21
0.11280	0.00000000350173	21	21
0.11361	0.00000000356378	21	21
0.11352	0.00000000354074	21	21
0.11352	0.00000000354487	21	21
0.11380	0.00000000354447	21	21
0.11350	0.00000000360693	21	21
0.11330	0.00000000354804	21	21
0.11361	0.00000000354124	21	21
0.11360	0.00000000362361	21	21
0.11356	0.00000000351358	21	21
0.11339	0.00000000359626	21	21
0.11347	0.00000000352300	21	21
0.11368	0.00000000358808	21	21
0.11458	0.00000000378306	21	21
0.11343	0.00000000364787	21	21
0.11359	0.00000000355114	21	21
0.11346	0.00000000355140	21	21
0.11346	0.00000000354008	21	21
0.11387	0.00000000363140	21	21
0.11341	0.00000000354309	21	21
0.11362	0.00000000354908	21	21
0.11340	0.00000000361676	21	21
0.11348	0.00000000354501	21	21
0.11364	0.00000000358796	21	21
0.11336	0.00000000351679	21	21
0.11361	0.00000000350070	21	21
0.11343	0.00000000359667	21	21
0.11347	0.00000000356135	21	21
0.11359	0.00000000356071	21	21
0.11352	0.00000000355071	21	21
0.11372	0.00000000362355	21	21
0.11344	0.00000000355671	21	21
0.11366	0.00000000354464	21	21
0.11340	0.00000000353855	21	21
0.11316	0.00000000361330	21	21
0.11390	0.00000000355347	21	21
0.11352	0.00000000360580	21	21
0.11319	0.00000000350640	21	21
0.11385	0.00000000353863	21	21
0.11344	0.00000000358117	21	21
0.11345	0.00000000364629	21	21
0.11333	0.00000000355156	21	21
0.11370	0.00000000355715	21	21
0.11347	0.00000000355397	21	21
0.11390	0.00000000362671	21	21
