
-----
mkdir timedrun fake

SOR: size=32768, num_iterations=200
SOR started..
SOR ended..

============================ Unprocessed Statistics ============================
TIPI	JPI	Uncore1	Uncore2
0.02885	0.00000002125813	30	30
0.03105	0.00000002269915	30	30
0.03174	0.00000002191263	30	30
0.03075	0.00000002242544	30	30
0.03044	0.00000002217224	30	30
0.03191	0.00000002219968	30	30
0.03265	0.00000002291762	30	30
0.03275	0.00000002200629	30	30
0.03285	0.00000002309408	30	30
0.03270	0.00000002267791	30	30
0.03327	0.00000002279728	30	30
0.03227	0.00000002131157	30	30
0.03225	0.00000002228831	30	30
0.03237	0.00000002243494	30	30
0.03372	0.00000002285327	30	30
0.03374	0.00000002193754	30	30
0.03372	0.00000002297450	30	30
0.03360	0.00000002288222	30	30
0.03385	0.00000002298499	30	30
0.03365	0.00000002196309	30	30
0.03390	0.00000002295196	30	30
0.03369	0.00000002289525	30	30
0.03360	0.00000002307886	30	30
0.03360	0.00000002242524	30	30
0.03362	0.00000002237685	30	30
0.03257	0.00000002258449	30	30
0.03392	0.00000002330995	30	30
0.03375	0.00000002197297	30	30
0.03391	0.00000002324068	30	30
0.03348	0.00000002313878	30	30
0.03370	0.00000002310164	30	30
0.03374	0.00000002192737	30	30
0.03342	0.00000002307219	30	30
0.03340	0.00000002290069	30	30
0.03356	0.00000002189058	30	30
0.03292	0.00000002261921	30	30
0.03499	0.00000002329755	30	30
0.03384	0.00000002238445	30	30
0.03381	0.00000002265824	30	30
0.03349	0.00000002304697	30	30
0.03303	0.00000002277569	30	30
0.03364	0.00000002204324	30	30
0.03411	0.00000002347896	30	30
0.03355	0.00000002320545	30	30
0.03385	0.00000002220289	30	30
0.03356	0.00000002312848	30	30
0.03369	0.00000002307126	30	30
0.03366	0.00000002308938	30	30
0.03363	0.00000002207650	30	30
0.03366	0.00000002323294	30	30
0.03411	0.00000002330958	30	30
0.03359	0.00000002200049	30	30
0.03353	0.00000002297361	30	30
0.03398	0.00000002322328	30	30
0.03340	0.00000002284499	30	30
0.03369	0.00000002207965	30	30
0.03363	0.00000002295936	30	30
0.03383	0.00000002312083	30	30
0.03370	0.00000002287845	30	30
0.03408	0.00000002205789	30	30
0.03334	0.00000002287471	30	30
0.03366	0.00000002316012	30	30
0.03405	0.00000002273159	30	30
0.03377	0.00000002231941	30	30
0.03398	0.00000002318144	30	30
0.03409	0.00000002307726	30	30
0.03344	0.00000002213485	30	30
0.03300	0.00000002253860	30	30
0.03361	0.00000002294152	30	30
0.03305	0.00000002278396	30	30
0.03321	0.00000002301710	30	30
0.03336	0.00000002284443	30	30
0.03288	0.00000002165264	30	30
0.03300	0.00000002291739	30	30
0.03337	0.00000002289662	30	30
0.03348	0.00000002307574	30	30
0.03226	0.00000002098145	30	30
0.03396	0.00000002321437	30	30
0.03355	0.00000002311087	30	30
0.03291	0.00000002264706	30	30
0.03277	0.00000002146275	30	30
0.03246	0.00000002282732	30	30
0.02458	0.00000000414383	30	30
0.02443	0.00000000437138	30	30
0.02449	0.00000000435925	30	30
0.02440	0.00000000432527	30	30
0.02454	0.00000000414455	30	30
0.02475	0.00000000435773	30	30
0.02445	0.00000000434040	30	30
0.02448	0.00000000414303	30	30
0.02441	0.00000000435896	30	30
0.02450	0.00000000433134	30	30
0.02499	0.00000000342305	12	12
0.02493	0.00000000337872	12	12
0.02515	0.00000000336393	12	12
0.02482	0.00000000336734	12	12
0.02523	0.00000000338283	12	12
0.02555	0.00000000341239	12	12
0.02519	0.00000000340109	12	12
0.02432	0.00000000331008	12	12
0.02459	0.00000000331525	12	12
0.02434	0.00000000334182	12	12
0.02445	0.00000000318190	12	12
0.02479	0.00000000336372	12	12
0.02452	0.00000000337407	12	12
0.02483	0.00000000337182	12	12
0.02457	0.00000000336235	12	12
0.02450	0.00000000335527	12	12
0.02481	0.00000000338352	12	12
0.02449	0.00000000336117	12	12
0.02476	0.00000000336542	12	12
0.02475	0.00000000336037	12	12
0.02529	0.00000000341394	12	12
0.02522	0.00000000340155	12	12
0.02536	0.00000000343790	12	12
0.02444	0.00000000332719	12	12
0.02435	0.00000000317515	12	12
0.02453	0.00000000334958	12	12
0.02471	0.00000000338048	12	12
0.02439	0.00000000334133	12	12
0.02446	0.00000000335514	12	12
0.02440	0.00000000334592	12	12
0.02447	0.00000000333692	12	12
0.02497	0.00000000337997	12	12
0.02510	0.00000000337985	12	12
0.02491	0.00000000337748	12	12
0.02528	0.00000000340715	12	12
0.02468	0.00000000336405	12	12
0.02498	0.00000000339946	12	12
0.02487	0.00000000336749	12	12
0.02548	0.00000000337704	12	12
0.02442	0.00000000333621	12	12
0.02444	0.00000000328897	12	12
0.02430	0.00000000333542	12	12
0.02453	0.00000000334345	12	12
0.02457	0.00000000335061	12	12
